-0.0041,-0.031,8.5e-05,0.17,0.032,6.8e-05,-0.076,0.026,-9e-05,-0.054,0.0023,-2e-05,-0.0035,-0.0032,2.1e-05
0.012,-0.028,8.7e-05,0.15,0.034,-1.2e-05,-0.076,0.023,-8.2e-05,-0.055,0.0025,-1.8e-05,-0.0019,0.0063,1.9e-05
0.027,-0.025,8.3e-05,0.14,0.026,-6.3e-05,-0.074,0.02,-7.3e-05,-0.055,0.0035,-1.6e-05,-0.00036,0.014,1.4e-05
0.039,-0.023,7.6e-05,0.12,0.022,-7.6e-05,-0.07,0.018,-6.5e-05,-0.055,0.0052,-1.5e-05,0.00059,0.02,9.3e-06
0.05,-0.021,6.9e-05,0.077,0.0056,-5.6e-05,-0.066,0.015,-5.8e-05,-0.055,0.0074,-1.4e-05,0.0012,0.024,7.9e-06
0.056,-0.02,6.6e-05,0.073,-0.011,-7.8e-06,-0.06,0.013,-5.1e-05,-0.055,0.0099,-1.3e-05,0.00045,0.025,1e-05
0.062,-0.022,6.7e-05,0.047,-0.052,3.5e-05,-0.055,0.011,-4.5e-05,-0.055,0.013,-1.2e-05,-0.0013,0.027,1.4e-05
0.065,-0.026,7.3e-05,-0.0019,-0.029,7e-05,-0.048,0.0089,-3.8e-05,-0.055,0.015,-1e-05,-0.0057,0.026,1.9e-05
0.064,-0.029,8.1e-05,0.013,-0.0035,9.3e-05,-0.042,0.0062,-3e-05,-0.056,0.018,-8.5e-06,-0.0082,0.022,1.5e-05
0.064,-0.029,9.1e-05,-0.0048,0.041,9.9e-05,-0.035,0.0033,-2.1e-05,-0.056,0.02,-7.4e-06,-0.0086,0.021,7e-06
0.063,-0.024,0.0001,-0.025,0.071,7.5e-05,-0.029,0.00062,-1.2e-05,-0.057,0.022,-7.1e-06,-0.006,0.019,-1.8e-06
0.06,-0.018,0.00011,0.011,0.057,2.5e-05,-0.023,-0.0015,-1.5e-06,-0.058,0.024,-7.6e-06,-0.0015,0.016,-6.7e-06
0.06,-0.012,0.00011,0.004,0.018,-3.1e-05,-0.017,-0.003,9e-06,-0.057,0.025,-8.2e-06,0.0018,0.016,-5.1e-06
0.06,-0.011,0.0001,0.011,-0.035,-7.7e-05,-0.011,-0.0041,1.9e-05,-0.057,0.027,-8.5e-06,0.0019,0.015,4.6e-07
0.06,-0.014,9.1e-05,0.015,-0.053,-9e-05,-0.0047,-0.0053,2.9e-05,-0.057,0.028,-8.1e-06,-0.0015,0.015,7.5e-06
0.061,-0.019,8.2e-05,0.0046,-0.1,-8.8e-05,0.0013,-0.007,3.8e-05,-0.058,0.03,-7.1e-06,-0.0059,0.016,1.3e-05
0.06,-0.028,7.4e-05,-0.0028,-0.075,-7.7e-05,0.0074,-0.0093,4.5e-05,-0.059,0.031,-5.6e-06,-0.014,0.017,1.7e-05
0.059,-0.034,6.8e-05,-0.038,-0.024,-4.7e-05,0.013,-0.012,5.2e-05,-0.06,0.033,-4e-06,-0.019,0.017,1.5e-05
0.054,-0.036,6.5e-05,-0.037,-0.022,5.3e-07,0.019,-0.016,5.9e-05,-0.062,0.035,-3e-06,-0.02,0.015,3.1e-06
0.05,-0.037,6.7e-05,-0.044,0.028,3.3e-05,0.024,-0.02,6.6e-05,-0.064,0.036,-3.2e-06,-0.02,0.014,-6.2e-06
0.045,-0.033,7.1e-05,-0.094,0.028,4.5e-05,0.029,-0.023,7.3e-05,-0.066,0.038,-4.1e-06,-0.018,0.013,-1.2e-05
